0,0,0,0,2,3,1,3,6,0,1,0,1,1,0,0,2,1,3,7,1,0,0,0,63,21,43,290,19,8,10,8,0.021475177305,0.0220673635308,-1.0,(7338,,1931)
3,0,0,0,60,2,4,0,0,0,0,0,6,1,0,0,61,10,10,0,1,0,0,0,39,9,31,1,61,3,107,1,0.114135206321,0.246428928179,1.0,(5020,,1686)
7,0,0,0,43,0,0,0,0,0,0,0,13,0,0,0,92,0,1,0,0,0,0,0,127,1,46,1,58,0,62,0,0.0859859095153,0.282913165266,1.0,(21952,,57708)
34,0,0,0,1368,38,103,22,7,2,25,0,3,0,0,0,286,0,60,7,0,0,7,0,106,0,127,21,846,22,363,56,0.0883175647882,0.0575579702119,1.0,(11941,,1321)
0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23,1,48,4,16,1,27,0,0.0344632768362,0.0564516129032,1.0,(30358,,22023)
35,0,0,0,987,55,137,63,20,12,56,2,35,0,0,0,1319,0,101,0,0,0,0,0,339,0,240,27,188,8,108,1,0.139046923117,0.134666524838,1.0,(9282,,1469)
11,0,0,0,526,21,101,8,14,0,2,1,8,0,0,1,315,39,60,46,9,2,38,3,137,3,70,8,413,22,124,76,0.104054054054,0.0510393306883,1.0,(14632,,657)
6,0,0,0,207,2,35,1,3,0,0,0,0,0,0,0,4,0,4,4,3,2,2,0,19,2,28,2,1067,36,124,100,0.0555555555556,0.0272534820746,1.0,(18029,,914)
1,0,0,0,33,0,3,0,0,0,0,0,0,0,0,0,12,0,0,1,0,0,0,0,9,0,41,0,96,0,61,9,0.205797101449,0.0651629072682,1.0,(62695,,2907)
34,1,0,0,267,8,9,0,3,0,0,0,0,0,0,0,12,0,5,2,0,0,2,0,83,1,137,0,358,15,40,44,0.146784821631,0.0686235363945,1.0,(26234,,6847)
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,1,0,0.0,0.0,1.0,(5975,,5974)
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,0,0,1,0,0,0,0,4,0,2,0,872,49,327,54,0.1,0.0362631535254,1.0,(21594,,2285)
1,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,2066,0,6,0,14,0,0.0126878703572,0.0522875816993,1.0,(12168,,41249)
1,0,0,0,83,6,11,5,3,0,1,0,1,0,0,0,30,0,7,46,0,0,1,0,21,0,30,4,256,14,109,357,0.0666666666667,0.0165500409066,1.0,(9090,,413)
0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,259,58,0,0,0.0,0.0348201094118,1.0,(95465,,11639)
0,6,1,2,2,228,21,27,41,219,8,107,0,0,0,0,34,5,10,0,4,0,0,0,362,16,32,156,37,237,20,0,0.038785046729,0.0639775046036,-1.0,(9384,,713)
0,0,0,0,0,15,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,3,57,11,0,3,1,0,0.232594936709,0.0,-1.0,(103382,,107953)
118,0,0,0,235,0,0,0,0,0,0,0,167,0,0,0,152,0,0,0,1,0,0,0,205,16,169,0,183,8,298,1,0.552951879039,0.439466426521,1.0,(56115,,55760)
1,0,0,0,404,20,30,1,8,0,0,0,1,0,0,0,46,2,29,98,0,2,16,0,141,3,42,1,374,20,85,157,0.0629208439324,0.0725620462825,1.0,(21422,,1784)
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0.0,0.0,1.0,(82057,,82058)
55,5,0,0,1498,58,267,133,12,7,24,1,17,0,0,0,1026,50,102,48,8,3,7,0,213,8,214,69,504,19,150,28,0.107007449039,0.0792042239141,1.0,(2355,,3723)
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,154,1,0,0,0.0,0.670046082949,1.0,(60561,,57312)
0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,7,0,95,1,103,1,0.047619047619,0.1418997669,1.0,(39552,,11580)
11,0,0,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,35,1,67,2,18,0,16,1,0.0444279896335,0.199275362319,1.0,(17764,,21917)
0,0,0,0,35,3,2,0,1,0,0,0,0,0,0,0,1,15,0,0,6,0,0,0,6,6,13,0,105,7,52,6,0.0877192982456,0.0453501148736,1.0,(106708,,4220)
4,0,0,0,128,28,27,0,15,0,0,0,6,0,1,2,19,0,17,26,0,0,21,0,15,1,17,0,277,60,177,405,0.367588932806,0.0628979187602,1.0,(99940,,3177)
3,0,0,0,39,0,9,0,0,0,0,0,0,0,0,0,18,14,2,0,3,0,0,0,81,21,98,1,22,0,21,0,0.107781440416,0.143669985775,1.0,(1267,,3130)
12,8,0,0,1097,247,63,0,65,0,0,0,2,1,0,1,237,119,15,28,38,17,2,6,41,16,206,1,89,22,53,35,0.206626984127,0.244083262047,1.0,(10973,,63710)
0,0,0,0,0,11,1,0,4,0,0,0,0,0,0,0,0,32,0,0,4,0,0,0,6,10,5,0,7,6,29,0,0.315789473684,0.216216216216,1.0,(54092,,116680)
0,0,0,0,66,4,7,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,2,0,25,1,45,1,114,7,56,11,0.0336538461538,0.0864952041423,1.0,(5545,,4872)
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,6,0,0.0,0.178571428571,-1.0,(36317,,31891)
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,3,0,0,0,0,0,57,2,84,0,1,0,4,0,0.289292929293,0.5,1.0,(17046,,128039)
59,1,4,15,1488,157,311,598,26,63,200,16,23,0,0,0,1617,120,136,0,27,0,0,0,371,22,201,153,431,30,103,0,0.114129237151,0.109500539907,1.0,(2557,,3828)
